price,price_per_meter,floor,rooms,repair_type,total_area,distance_to_center,district,house_build_year,house_type,balcony_number,bathroom_many,separate_bathroom,first_floor,geo_lat,geo_lon
3700000,112121,6,1,4,33,6162,Лесобаза,2023,4,0,0,1,0,57.156763,65.644327
3700000,106936,6,1,6,34.6,3183,1-й Заречный мкр.,1990,3,1,0,1,0,57.1729812,65.54554776
3700000,106322,16,1,4,34.8,5905,Тура,2015,4,1,0,0,0,57.14956214,65.64218851
3700000,106017,7,1,4,34.9,4107,2 Микрорайон,1991,3,1,0,1,0,57.11796807,65.592386
3700000,105714,12,1,6,35,5885,СМП,2021,4,1,0,0,0,57.190304,65.593284
3700000,105714,4,1,4,35,7270,Лесобаза,1981,3,0,0,1,0,57.15953097,65.66194247
3700000,105203,2,1,2,35.17,5507,Тюменская слобода,2023,5,0,0,0,0,57.111375,65.477411
3700000,103933,10,1,6,35.6,6561,Тарманы,2016,4,1,0,0,0,57.187027,65.619947
3700000,98930,7,1,5,37.4,3100,Студгородок,1988,7,0,0,0,0,57.14946,65.59546
3700000,90354,10,1,2,40.95,4885,Ново-Патрушево,2019,3,1,0,0,0,57.1018807,65.5649249
3700000,90024,9,1,5,41.1,7542,ММС - Мелиораторов,2018,4,1,0,0,0,57.204625,65.602142
3700000,88517,5,2,7,41.8,2972,Маяк,1974,7,1,0,0,0,57.147868,65.496419
3700000,87886,5,2,5,42.1,1711,КПД,1966,7,1,0,0,0,57.138765,65.571383
3700000,87886,4,2,7,42.1,1739,Центр: Дом печати,1970,7,1,0,0,0,57.15977,65.55017
3700000,84091,2,1,3,44,5046,1 Микрорайон,1991,3,0,0,1,0,57.109508,65.598261
3700000,82222,1,2,7,45,8104,Московский,1973,7,0,0,1,1,57.11115059,65.42608081
3700000,62712,2,3,5,59,1773,Маяк,1955,7,0,0,1,0,57.145036,65.515831
3695000,167955,7,0,5,22,4745,Тюменская слобода,2021,4,1,0,1,0,57.115598,65.487358
3690000,93182,1,1,4,39.6,7829,ММС - Мелиораторов,2016,4,1,0,1,1,57.208234,65.599318
3690000,111818,5,1,5,33,4561,Ватутино,1988,7,1,0,1,0,57.180495,65.580735
3690000,109333,13,1,2,33.75,4649,СМП,2021,4,1,0,0,0,57.181983,65.578543
3690000,105429,7,1,1,35,3527,Маяк,2010,3,1,0,0,0,57.14553869,65.4868698
3680000,103955,6,1,5,35.4,2088,Червишевский тракт,1978,7,1,0,1,0,57.129338,65.524563
3680000,120656,1,1,6,30.5,6431,Лесобаза,2022,3,0,0,1,1,57.158330,65.648216
3680000,107602,10,1,3,34.2,7892,ММС - Мелиораторов,2010,7,1,0,1,0,57.20850598,65.60073126
3680000,105143,5,1,6,35,7677,Войновка,1992,3,1,0,1,0,57.09592244,65.63519962
3679000,132816,8,1,7,27.7,7910,ММС - Мелиораторов,2014,7,1,0,1,0,57.20941267,65.59778479
3675000,86066,4,2,6,42.7,4276,Дом Обороны,1971,7,0,0,0,0,57.17260507,65.4971555
3675000,129859,11,0,6,28.3,5195,Плеханова,2019,7,0,0,1,0,57.146390,65.459355
3675000,122500,2,1,4,30,2063,Маяк,2009,7,0,0,1,0,57.145182,65.511052
3675000,78191,1,2,6,47,7813,ММС - Мелиораторов,1965,7,0,0,0,1,57.20638057,65.605618
3670000,106377,11,1,2,34.5,5885,СМП,2021,4,1,0,0,0,57.190304,65.593284
3670000,140076,10,0,8,26.2,7540,Войновка,2016,4,1,0,0,0,57.094475,65.629172
3670000,114330,14,1,8,32.1,6424,Тарманы,2016,4,1,0,0,0,57.184173,65.621996
3670000,110542,5,1,5,33.2,5398,Восточный,1992,3,1,0,1,0,57.106429,65.600489
3670000,107941,3,0,6,34,4575,Плеханова,2015,6,0,0,0,0,57.133480,65.472254
3665000,127257,1,1,5,28.8,6066,Тарманы,2006,7,1,0,0,1,57.18487057,65.6122025
3660000,109254,3,1,2,33.5,4775,ДОК,2020,5,0,0,0,0,57.185184,65.520729
3650000,59836,4,3,4,61,6535,Мыс,1977,7,0,0,1,0,57.1766258,65.6353503
3650000,165158,11,0,7,22.1,4667,Плеханова,2022,6,1,0,0,0,57.136416,65.469416
3650000,158696,16,0,6,23,4533,Плеханова,2023,3,1,0,0,0,57.136395,65.471680
3650000,152083,12,0,7,24,6424,Тарманы,2016,4,1,0,1,0,57.184173,65.621996
3650000,138783,12,0,5,26.3,4005,Тюменская слобода,2020,4,1,0,0,0,57.125460,65.488867
3650000,130357,12,0,6,28,7368,Звездный городок,2015,7,1,0,1,0,57.176743,65.651324
3650000,108309,2,1,1,33.7,5885,СМП,2021,4,1,0,0,0,57.190304,65.593284
3650000,107353,8,1,7,34,4653,1 Микрорайон,1981,7,0,0,1,0,57.11125812,65.59188286
3650000,107353,6,2,6,34,3568,3 Микрорайон,1980,3,1,0,1,0,57.11974207,65.58272903
3650000,104286,2,1,5,35,2703,КПД,1988,7,1,0,0,0,57.12947,65.580284
3650000,102817,6,1,2,35.5,6162,Лесобаза,2023,4,1,0,1,0,57.156763,65.644327
3650000,101671,5,1,4,35.9,6264,Казачьи Луга,1995,3,0,0,1,0,57.15219857,65.6475875
3650000,101389,3,1,4,36,7852,Войновка,1992,7,1,0,1,0,57.09744357,65.6417935
3650000,100000,16,1,5,36.5,6975,Мыс,2013,4,1,0,0,0,57.17918734,65.64094884
3650000,84884,6,1,7,43,4821,ДОК,2021,5,1,0,0,0,57.181412,65.503758
3650000,81292,4,2,5,44.9,3077,Маяк,1964,7,1,0,1,0,57.14870257,65.4948915
3650000,94072,8,0,5,38.8,6191,Тура,2002,7,1,0,0,0,57.148933,65.647035
3650000,93590,16,1,2,39,7349,Матмаcы,2022,5,1,0,0,0,57.188171,65.636007
3650000,90347,1,1,5,40.4,6354,Нефтяников,2015,7,0,0,0,1,57.20128577,65.5533092
3650000,87952,4,2,4,41.5,1754,Центр: Драмтеатр,1966,7,1,0,0,0,57.140797,65.5733
3645000,107840,13,1,2,33.8,5770,СМП,2021,4,1,0,0,0,57.190085,65.590086
3600002,85714,1,2,6,42,4601,Воровского,1974,7,0,0,0,1,57.12117379,65.60793575
3600000,105882,10,1,6,34,7892,ММС - Мелиораторов,2010,7,1,0,0,0,57.20850598,65.60073126
3600000,174757,18,0,6,20.6,5537,Югра,2021,5,1,0,0,0,57.189858,65.582179
3600000,173913,12,0,6,20.7,5611,Югра,2019,5,1,0,0,0,57.189986,65.584618
3600000,150000,15,0,5,24,4843,Тюменская слобода,2019,4,1,0,1,0,57.116181,65.484248
3600000,146341,9,0,5,24.6,5581,Тюменская слобода,2023,5,1,0,0,0,57.110706,65.476881
3600000,144000,14,0,5,25,6376,Патрушева,2023,5,1,0,0,0,57.090470,65.509777
3600000,138462,3,0,7,26,5611,Югра,2019,5,1,0,0,0,57.189986,65.584618
3600000,124138,2,1,5,29,6003,Тарманы,2007,7,1,0,0,0,57.184695,65.610999
3600000,122449,1,1,4,29.4,6167,Тарманы,2006,7,1,0,1,1,57.185851,65.612688
3600000,121212,17,1,6,29.7,4786,Тюменская слобода,2019,4,1,0,0,0,57.115899,65.485938
3600000,120000,8,1,4,30,3380,1-й Заречный мкр.,1994,7,0,0,0,0,57.17445964,65.55278818
3600000,120000,1,0,1,30,6466,Патрушева,2023,5,1,0,0,1,57.089565,65.510013
3600000,116129,13,0,7,31,6466,Патрушева,2023,5,1,0,0,0,57.089565,65.510013
3600000,115016,4,1,4,31.3,5684,СМП,1982,7,1,0,0,0,57.189729,65.588281
3600000,112150,5,1,7,32.1,2361,КПД,1970,7,1,0,0,0,57.13167757,65.576279
3600000,110429,3,0,2,32.6,6237,Патрушева,2022,6,0,0,1,0,57.090368,65.518011
3600000,105820,5,1,2,34.02,5507,Тюменская слобода,2023,5,2,0,0,0,57.111375,65.477411
3600000,103448,3,1,5,34.8,7974,ММС - Мелиораторов,2011,7,1,0,0,0,57.20815987,65.60510606
3600000,102857,1,1,4,35,3969,2 Микрорайон,1978,7,1,0,0,1,57.11718145,65.58740925
3600000,100000,5,1,5,36,7143,Мыс,2008,3,1,0,0,0,57.1766,65.6472
3600000,96774,17,0,2,37.2,6466,Патрушева,2023,5,1,0,0,0,57.089565,65.510013
3600000,94737,1,2,5,38,1602,Маяк,1960,7,0,0,0,1,57.14257957,65.518841
3600000,92308,4,2,3,39,3385,Маяк,1962,7,0,0,0,0,57.148654,65.489735
3600000,89776,7,1,7,40.1,7358,Лесобаза,2012,7,1,0,0,0,57.15904,65.66364
3600000,86957,4,1,7,41.4,2703,КПД,2004,7,0,0,0,0,57.140738,65.589242
3600000,81818,3,2,5,44,6687,Мыс,1967,7,1,0,0,0,57.17402507,65.6412185
3600000,81818,2,2,5,44,2835,КПД,1968,7,1,0,0,0,57.131916,65.5859
3600000,78261,1,2,3,46,3110,КПД,1969,3,0,0,1,1,57.13499457,65.593455
3595000,104810,5,1,6,34.3,6797,Мыс,1989,3,0,0,1,0,57.17695774,65.64010442
3590000,149583,12,0,5,24,4667,Плеханова,2022,6,1,0,1,0,57.136416,65.469416
3590000,149583,5,0,6,24,1297,Центр: Исторический,1981,3,0,0,1,0,57.15571853,65.55014713
3590000,143600,5,0,6,25,7910,ММС - Мелиораторов,2014,7,0,0,1,0,57.20941267,65.59778479
3590000,137023,4,0,2,26.2,7462,Ново-Гилёвский,2021,5,0,0,1,0,57.140338,65.668132
3590000,120067,7,1,6,29.9,3976,Дом Обороны,1987,3,1,0,0,0,57.16162496,65.4875615
3590000,108133,5,1,7,33.2,8004,ММС - Мелиораторов,2017,7,1,0,0,0,57.210104,65.598725
3590000,100560,5,1,5,35.7,6689,Тура,2011,3,1,0,0,0,57.14545,65.65558
3590000,105713,3,1,2,33.96,5581,Тюменская слобода,2023,5,2,0,0,0,57.110706,65.476881
3580000,105294,1,1,5,34,4754,1 Микрорайон,1977,7,0,0,0,1,57.1112288,65.59450594
3580000,151695,6,0,2,23.6,6231,Мыс,2021,5,0,0,1,0,57.165925,65.640131
3580000,151055,17,0,8,23.7,6466,Патрушева,2023,5,0,0,0,0,57.089565,65.510013
3580000,122435,17,1,2,29.24,6466,Патрушева,2023,5,1,0,0,0,57.089565,65.510013
3580000,115484,4,0,8,31,7829,ММС - Мелиораторов,2016,4,1,0,0,0,57.208234,65.599318
3580000,107508,15,1,2,33.3,6466,Патрушева,2023,5,1,0,0,0,57.089565,65.510013
3580000,85238,1,2,3,42,8045,Московский,1966,7,0,0,0,1,57.110676,65.427626
3575000,105147,6,1,5,34,5104,Югра,2004,7,1,0,0,0,57.18765567,65.57296434
3575000,108333,6,1,4,33,5788,Югра,1997,7,1,1,0,0,57.19244994,65.58155223
3575000,102143,9,1,2,35,6162,Лесобаза,2023,4,0,0,1,0,57.156763,65.644327
3574000,105118,4,1,5,34,1827,Маяк,1986,7,1,0,0,0,57.145285,65.514960
3574000,91641,1,2,3,39,2554,КПД,1971,7,0,0,1,1,57.13094025,65.57925255
3570000,119000,2,1,5,30,2812,КПД,1968,7,0,0,0,0,57.13010978,65.5833848
3570000,141051,18,0,7,25.31,6466,Патрушева,2023,5,1,0,0,0,57.089565,65.510013
3570000,138911,7,0,2,25.7,5800,Мыс,2023,5,1,0,0,0,57.165515,65.632711
3570000,129348,5,1,3,27.6,2119,Студгородок,1968,7,1,0,0,0,57.147008,65.579774
3570000,115161,6,0,2,31,5691,Дербыши,2023,4,0,0,1,0,57.121722,65.460883
3570000,109846,2,0,4,32.5,7766,Войновка,2013,4,1,0,0,0,57.093492,65.632711
3570000,94947,1,1,6,37.6,3499,2-й Заречный мкр.,2008,7,1,0,0,1,57.175235,65.556175
3570000,85000,3,2,5,42,5785,Гилёво,1981,7,0,0,0,0,57.12196,65.631256
3570000,85000,2,2,4,42,3210,КПД,1976,3,0,0,1,0,57.136166,65.5959
3560000,141270,5,0,7,25.2,2238,КПД,1990,7,0,0,0,0,57.14318,65.58199
3560000,110217,10,1,2,32.3,4304,Воровского,2022,7,0,0,0,0,57.120412,65.600821
3560000,98889,1,1,5,36,3556,1-й Заречный мкр.,1983,3,1,0,0,1,57.176333,65.545557
3560000,145902,9,0,6,24.4,6193,Мыс,2021,5,1,0,0,0,57.166125,65.639296
3550000,118333,4,0,5,30,990,Центр: Драмтеатр,1976,7,1,0,0,0,57.15100257,65.556049
3550000,118333,1,1,4,30,3398,1-й Заречный мкр.,1983,3,1,0,0,1,57.17479631,65.55004832
3550000,112698,3,0,4,31.5,7766,Войновка,2014,4,0,0,0,0,57.09349207,65.6327115
3550000,102305,3,1,4,34.7,1807,Центр: Дом печати,1979,7,0,0,0,0,57.154053,65.56909
3550000,87438,3,2,5,40.6,3382,КПД,1969,7,1,1,1,0,57.13378,65.597435
3550000,72597,5,2,3,48.9,3059,Московский тракт,1982,7,1,0,1,0,57.139923,65.495242
3550000,66981,1,2,5,53,5071,Югра,1980,7,0,0,0,1,57.187924,65.569757
3550000,160633,16,0,6,22.1,4831,5-й Заречный мкр.,2020,5,1,0,1,0,57.176470,65.598872
3550000,133660,12,1,2,26.56,4299,Плеханова,2023,4,0,0,1,0,57.139058,65.474778
3550000,120176,3,0,2,29.54,7758,Рощино,2023,4,0,0,1,0,57.161435,65.420808
3547000,104324,12,1,2,34,4991,Дударева,2022,4,1,0,0,0,57.124912,65.470880
3530000,138976,12,0,8,25.4,5537,Югра,2021,5,1,0,0,0,57.189858,65.582179
3530000,147083,10,0,7,24,6231,Мыс,2021,5,1,0,0,0,57.165925,65.640131
3520000,97778,1,1,5,36,3544,Маяк,1993,3,1,0,0,1,57.14695,65.486744
3520000,101441,11,1,5,34.7,6721,Тура,2014,3,1,0,0,0,57.147797,65.65595
3515000,103994,15,1,3,33.8,5053,Дударева,2022,4,1,0,0,0,57.123930,65.470628
3510000,100000,2,1,7,35.1,4172,2 Микрорайон,1978,3,1,0,0,0,57.11646308,65.59098454
3500000,98039,7,1,5,35.7,6505,Тура,2014,3,1,0,0,0,57.146022,65.652519
3500000,170732,18,0,7,20.5,6648,Тарманы,2019,7,1,0,0,0,57.189562,65.616959
3500000,147368,6,0,2,23.75,3203,Московский тракт,2023,7,0,0,1,0,57.130168,65.499123
3500000,145833,3,0,4,24,7910,ММС - Мелиораторов,2014,7,1,0,0,0,57.20941,65.597786
3500000,142276,17,0,2,24.6,6181,Патрушева,2023,5,0,0,0,0,57.092177,65.510558
3500000,140000,6,0,2,25,5507,Тюменская слобода,2023,5,0,0,0,0,57.111375,65.477411
3500000,140000,4,0,7,25,5129,Дударева,2022,4,0,0,0,0,57.123690,65.469434
3500000,130112,2,0,1,26.9,5507,Тюменская слобода,2023,5,1,0,1,0,57.111375,65.477411
3500000,120690,2,0,4,29,6561,Тарманы,2016,4,1,0,0,0,57.187027,65.619947
3500000,117845,3,1,2,29.7,7652,Мыс,2023,7,1,0,0,0,57.185848,65.645965
3500000,112903,6,0,1,31,6376,Патрушева,2023,5,1,0,0,0,57.090470,65.509777
3500000,110063,1,1,3,31.8,7366,Войновка,2008,3,1,0,1,1,57.09777068,65.63134585
3500000,108696,5,1,5,32.2,3205,КПД,1967,3,1,0,0,0,57.13028076,65.59121811
3500000,106061,9,0,5,33,4327,2 Микрорайон,1981,7,0,0,1,0,57.11330598,65.58794824
3500000,103642,15,1,2,33.77,4991,Дударева,2022,4,1,0,0,0,57.124912,65.470880
3500000,102941,6,1,4,34,4836,Воровского,1977,3,1,0,0,0,57.122048,65.613568
3500000,100575,15,1,1,34.8,6376,Лесобаза,2023,3,0,0,0,0,57.157124,65.647812
3500000,97765,8,1,5,35.8,3796,Дом Обороны,1986,7,0,0,1,0,57.161194,65.490524
3500000,83532,5,2,6,41.9,3888,Дом Обороны,1967,3,1,0,1,0,57.159614,65.487283
3500000,83333,5,2,3,42,3116,Маяк,1963,7,1,0,0,0,57.14843457,65.494155
3500000,81967,5,2,5,42.7,2231,КПД,1964,7,1,0,0,0,57.135326,65.57795
3500000,81019,3,2,5,43.2,5770,Тарманы,1968,7,1,0,0,0,57.18088018,65.6128136
3500000,77951,2,2,4,44.9,5316,Ватутино,1975,3,1,0,1,0,57.185212,65.590661
3500000,77605,4,2,3,45.1,1711,КПД,1966,7,1,0,1,0,57.138765,65.571383
3499000,99122,1,2,5,35.3,2989,Дом Обороны,1981,3,0,0,0,1,57.16095657,65.5062195
3490000,124643,13,0,2,28,6237,Патрушева,2022,6,1,0,0,0,57.090368,65.518011
3490000,102647,1,1,5,34,5104,Югра,2004,7,1,0,0,1,57.18765567,65.57296434
3490000,102346,9,1,5,34.1,5164,Электрон,1982,7,0,0,0,0,57.11797,65.61516
3485000,105606,9,1,5,33,3678,2-й Заречный мкр.,1984,3,0,0,1,0,57.17662109,65.55847451
3480000,99429,9,1,5,35,6845,Мыс,1995,3,0,0,1,0,57.17761638,65.6402751
3480000,136471,6,0,6,25.5,5537,Югра,2021,5,1,0,0,0,57.189858,65.582179
3480000,113837,9,0,2,30.57,6466,Патрушева,2023,5,1,0,1,0,57.089565,65.510013
3475000,105303,1,1,4,33,3205,КПД,1967,3,0,0,0,1,57.130281,65.591218
3470000,100580,1,0,5,34.5,3366,Дом Обороны,2018,4,1,0,0,1,57.155191,65.493158
3470000,128519,2,0,5,27,7910,ММС - Мелиораторов,2014,7,1,0,0,0,57.20941267,65.59778479
3470000,114521,14,0,2,30.3,6237,Патрушева,2022,6,1,0,0,0,57.090368,65.518011
3470000,111935,9,2,5,31,4725,1 Микрорайон,1979,7,0,0,0,0,57.111053,65.59332
3470000,103892,2,1,5,33.4,7777,Войновка,1986,3,1,0,0,0,57.09494449,65.63574759
3460000,102065,16,1,2,33.9,6274,Патрушева,2022,5,1,0,0,0,57.091521,65.509382
3450000,79493,4,2,5,43.4,2661,Червишевский тракт,1976,7,0,0,1,0,57.12489707,65.519721
3450000,176020,13,0,6,19.6,6483,Тарманы,2016,4,0,0,0,0,57.186194,65.619679
3450000,156818,4,0,2,22,4667,Плеханова,2022,6,0,0,1,0,57.136416,65.469416
3450000,138000,4,0,8,25,6132,Мыс,2022,5,1,0,0,0,57.165695,65.638541
3450000,121479,7,2,6,28.4,3449,1-й Заречный мкр.,1979,3,1,0,0,0,57.17523557,65.5504075
3450000,107477,3,1,5,32.1,5576,СМП,1979,7,1,0,1,0,57.18882,65.58763
3450000,104545,5,1,1,33,6352,Лесобаза,2022,3,1,0,1,0,57.157759,65.647120
3450000,104545,1,1,6,33,5066,МЖК,2013,3,1,0,0,1,57.102646,65.57831
3450000,102374,13,1,2,33.7,5885,СМП,2021,4,1,0,0,0,57.190304,65.593284
3450000,101471,13,0,2,34,4797,Плеханова,2023,4,1,0,0,0,57.135483,65.467583
3450000,101471,1,1,4,34,4585,Воровского,1990,3,1,0,1,1,57.12480903,65.61169071
3450000,95833,2,1,4,36,5784,Восточный,1988,3,1,0,1,0,57.10791,65.613045
3450000,75000,1,2,4,46,4920,1 Микрорайон,1984,3,1,0,1,1,57.113876,65.60383
3440000,104242,1,1,6,33,2562,6 Микрорайон,1990,3,0,0,0,1,57.1222,65.5561708
3435000,100733,4,1,4,34.1,397,Центр: Драмтеатр,1991,7,1,0,1,0,57.140899,65.54632
3432600,157459,8,0,7,21.8,4667,Плеханова,2022,6,1,0,0,0,57.136416,65.469416
3432000,171600,2,0,8,20,3308,1-й Заречный мкр.,2011,7,0,0,0,0,57.174095,65.54666
3430000,83659,4,2,6,41,1603,Центр: Драмтеатр,1967,7,1,0,0,0,57.143887,65.57156
3425000,155682,9,0,7,22,7761,ММС - Мелиораторов,2021,5,0,0,0,0,57.207972,65.597661
3420000,83010,1,1,4,41.2,7807,ММС - Мелиораторов,2003,7,1,0,1,1,57.207073,65.60295
3420000,124818,14,0,7,27.4,6975,Мыс,2013,4,1,0,0,0,57.1801444,65.6397634
3400000,78522,2,2,5,43.3,1711,КПД,1966,7,0,0,0,0,57.138765,65.571383
3400000,177083,11,0,4,19.2,8002,Звездный городок,2022,7,0,0,1,0,57.179148,65.660847
3400000,174359,7,0,1,19.5,4299,Плеханова,2023,4,1,0,0,0,57.139058,65.474778
3400000,171717,2,0,1,19.8,7787,Звездный городок,2022,5,0,0,0,0,57.175967,65.659921
3400000,170000,13,0,7,20,3559,Тюменская слобода,2020,5,1,0,0,0,57.121661,65.503801
3400000,161905,7,0,8,21,6483,Тарманы,2016,4,0,0,0,0,57.186194,65.619679
3400000,147826,12,0,8,23,6466,Патрушева,2023,5,1,0,0,0,57.089565,65.510013
3400000,139918,9,0,7,24.3,5401,Плеханова,2017,5,1,0,0,0,57.143524,65.455899
3400000,138662,7,0,2,24.52,5407,Тюменская слобода,2023,5,1,0,0,0,57.112470,65.477851
3400000,138211,11,0,2,24.6,5193,Дударева,2022,4,1,0,0,0,57.122711,65.469177
3400000,136000,2,0,7,25,6561,Тарманы,2016,4,1,0,0,0,57.187027,65.619947
3400000,131783,7,0,7,25.8,4998,ДОК,2019,5,1,0,0,0,57.182710,65.502069
3400000,127341,7,1,6,26.7,6668,Тура,2014,3,1,0,0,0,57.1490104,65.65492663
3400000,125926,2,0,6,27,6472,Тура,2009,3,0,0,1,0,57.1474284,65.65187235
3400000,116041,9,0,2,29.3,7701,Рощино,2024,5,1,0,0,0,57.160844,65.421508
3400000,113333,5,1,6,30,2469,Центр: Дом печати,1980,3,0,0,1,0,57.1563385,65.57946814
3400000,113333,5,1,5,30,2856,Студгородок,1968,3,0,0,1,0,57.14697917,65.59203557
3400000,113333,1,1,3,30,8380,Московский,1980,7,1,0,0,1,57.109855,65.422173
3400000,112583,8,1,4,30.2,7094,Лесобаза,1986,3,1,0,1,0,57.16041446,65.65854684
3400000,109677,4,1,5,31,1349,Центр: Драмтеатр,1967,7,0,0,0,0,57.142169,65.567000
3400000,106918,2,1,5,31.8,2337,Студгородок,1971,7,0,0,0,0,57.1466611,65.5834798
3400000,105590,6,1,4,32.2,6622,Тура,2011,7,1,0,1,0,57.148092,65.65428
3400000,104615,1,1,4,32.5,7845,ММС - Мелиораторов,1983,7,1,0,0,1,57.20879857,65.597668
3400000,102410,2,1,5,33.2,5398,Восточный,1992,3,1,0,1,0,57.106429,65.600489
3400000,100000,2,1,3,34,4585,Воровского,1990,3,1,0,1,0,57.12480903,65.61169071
3400000,90618,15,1,2,37.52,6466,Патрушева,2023,5,1,0,0,0,57.089565,65.510013
3400000,79254,6,2,4,42.9,5299,Электрон,1979,3,2,0,1,0,57.118711,65.61875147
3400000,77273,1,2,5,44,7313,Лесобаза,1978,3,1,0,1,1,57.16039494,65.66228383
3400000,76404,2,2,5,44.5,8052,ММС - Мелиораторов,1975,7,1,0,0,0,57.20813062,65.60798067
3400000,69959,5,2,3,48.6,2128,Студгородок,1972,7,1,0,0,0,57.150513,65.57841
3390000,169500,3,0,6,20,8002,Звездный городок,2022,7,0,0,1,0,57.179148,65.660847
3390000,84328,4,1,4,40.2,7740,ММС - Мелиораторов,1999,7,0,0,0,0,57.206483,65.602636
3380000,130000,10,0,6,26,4575,Плеханова,2015,6,1,0,0,0,57.133480,65.472254
3379000,101777,2,0,2,33.2,8090,Лесобаза,2022,4,0,0,0,0,57.162084,65.674743
3370000,120357,1,1,5,28,4048,Дом Обороны,1979,7,0,0,1,1,57.16432403,65.48915152
3370000,114626,11,1,2,29.4,4012,Плеханова,2021,5,0,0,0,0,57.143796,65.478840
3370000,93611,18,1,2,36,6466,Патрушева,2023,5,1,0,0,0,57.089565,65.510013
3370000,103692,6,1,4,32.5,4899,Ватутино,1988,7,0,0,0,0,57.18186557,65.587544
3370000,176440,9,0,8,19.1,8002,Звездный городок,2022,7,0,0,0,0,57.179148,65.660847
3370000,145887,9,1,5,23.1,8004,ММС - Мелиораторов,2017,7,1,0,0,0,57.210104,65.598725
3370000,134800,11,0,2,25,6466,Патрушева,2023,5,0,0,1,0,57.089565,65.510013
3368000,133651,7,0,7,25.2,8974,Княжева,2021,4,1,0,0,0,57.2027732,65.4428176
3355000,139792,2,0,7,24,2238,КПД,1990,7,0,0,1,0,57.14318,65.58199
3350000,145652,11,0,1,23,6258,Патрушева,2022,5,1,0,0,0,57.091433,65.510612
3350000,146288,1,0,2,22.9,7241,Ново-Гилёвский,2023,7,1,0,0,1,57.135752,65.663640
3350000,146288,1,0,1,22.9,7241,Ново-Гилёвский,2023,7,0,0,0,1,57.135752,65.663640
3350000,135628,8,0,7,24.7,7542,ММС - Мелиораторов,2013,3,1,0,0,0,57.20462548,65.60214162
3350000,132411,15,0,7,25.3,6466,Патрушева,2023,5,1,0,0,0,57.089565,65.510013
3350000,131321,7,0,2,25.51,3664,Московский тракт,2023,5,0,0,0,0,57.134745,65.487247
3350000,128846,10,0,2,26,6333,Патрушева,2023,6,0,0,0,0,57.089433,65.518311
3350000,119643,11,0,4,28,7368,Звездный городок,2015,7,0,0,0,0,57.176743,65.651324
3350000,118794,16,0,4,28.2,6376,Патрушева,2023,5,1,0,0,0,57.090470,65.509777
3350000,110197,7,0,6,30.4,4005,Тюменская слобода,2020,4,1,0,0,0,57.125460,65.488867
3350000,109477,4,1,2,30.6,6431,Лесобаза,2022,3,1,0,0,0,57.158330,65.648216
3350000,107925,2,1,2,31.04,5507,Тюменская слобода,2023,5,2,0,0,0,57.111375,65.477411
3350000,107372,3,1,3,31.2,1975,Южный 2,1988,7,1,0,0,0,57.126944,65.55083
3350000,98820,3,1,4,33.9,2459,6 Микрорайон,1991,3,1,0,1,0,57.1233003,65.5570488
3350000,98529,1,1,5,34,2759,Студгородок,1987,3,1,0,1,1,57.15360007,65.5874275
3350000,95714,3,1,7,35,5164,Электрон,1982,7,0,0,0,0,57.11796823,65.61515821
3350000,95714,2,1,4,35,5770,Югра,1994,7,1,0,1,0,57.19105,65.5866
3350000,94366,10,1,2,35.5,6352,Лесобаза,2022,3,1,0,0,0,57.157759,65.647120
3350000,93838,3,1,5,35.7,4172,2 Микрорайон,1988,3,1,0,1,0,57.116463,65.59099
3350000,84810,4,1,4,39.5,4541,Воровского,1974,3,1,0,1,0,57.12392957,65.60995696
3350000,78271,1,2,7,42.8,7171,Мыс,1975,3,0,0,1,1,57.171839,65.652304
3350000,77367,1,2,3,43.3,1696,Центр: Дом печати,1969,7,0,1,1,1,57.15878407,65.5543335
3350000,74444,2,2,6,45,5164,Электрон,1982,7,1,0,1,0,57.11796823,65.61515821
3350000,74279,1,2,5,45.1,3012,КПД,1970,3,0,0,0,1,57.126373,65.58217
3349000,110164,3,1,4,30.4,2071,КПД,1972,3,1,0,0,0,57.13159457,65.569901
3345000,103882,4,1,6,32.2,2373,КПД,1968,7,0,0,0,0,57.134067,65.579378
3340000,111333,14,0,5,30,6648,Тарманы,2019,7,0,0,0,0,57.189562,65.616959
3340000,107742,2,1,6,31,4693,1 Микрорайон,1977,3,1,0,1,0,57.11243113,65.59558392
3330000,128077,1,0,5,26,4429,Плеханова,2020,3,1,0,0,1,57.137041,65.473205
3320000,127692,10,0,2,26,2901,Заречный,2023,5,0,0,1,0,57.16908,65.52973
3320000,122963,12,0,7,27,5195,Плеханова,2019,7,0,0,0,0,57.146390,65.459355
3300000,66000,4,2,5,50,7823,ММС,1985,7,0,0,1,0,57.206303,65.606256
3300000,62619,4,2,4,52.7,5045,Дом Обороны,1992,7,0,0,1,0,57.17754,65.48824
3300000,126923,10,0,7,26,6974,Мыс,2014,7,1,0,0,0,57.179188,65.640945
3300000,123043,1,0,2,26.82,4797,Плеханова,2023,4,1,0,0,1,57.135483,65.467583
3300000,122222,7,0,7,27,6376,Патрушева,2023,5,1,0,0,0,57.090470,65.509777
3300000,118705,10,0,2,27.8,4797,Плеханова,2023,4,1,0,0,0,57.135483,65.467583
3300000,117857,2,0,2,28,7701,Рощино,2024,5,1,0,0,0,57.160844,65.421508
3300000,111486,5,1,5,29.6,6155,Тарманы,1973,7,1,0,0,0,57.18442157,65.615266
